id,room_id,partner_id,snapshot_date,risk_score,confidence_score,risk_class,primary_issue,signals_json,features_json,calculated_at,created_at,updated_at
1793,5250,43,12/5/2026,63,42.5,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1650, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 69930}, ""peer_comparison"": {""price_gap"": -262.5, ""sample_size"": 4, ""price_gap_pct"": -13.7, ""room_size_gap"": 0.06, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1794,5251,43,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1475, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 69755}, ""peer_comparison"": {""price_gap"": -582.14, ""sample_size"": 7, ""price_gap_pct"": -28.3, ""room_size_gap"": 0.62, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1795,5252,43,12/5/2026,63,52.76,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1763, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70043}, ""peer_comparison"": {""price_gap"": -310.17, ""sample_size"": 6, ""price_gap_pct"": -15, ""room_size_gap"": 1.98, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1796,5253,43,12/5/2026,63,42.5,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1613, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 69893}, ""peer_comparison"": {""price_gap"": -359.25, ""sample_size"": 4, ""price_gap_pct"": -18.2, ""room_size_gap"": 1.43, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1797,5254,43,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1425, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 69705}, ""peer_comparison"": {""price_gap"": -37.5, ""sample_size"": 2, ""price_gap_pct"": -2.6, ""room_size_gap"": 1.5, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1798,5255,43,12/5/2026,81,38.18,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2700, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70980}, ""peer_comparison"": {""price_gap"": 700, ""sample_size"": 2, ""price_gap_pct"": 35, ""room_size_gap"": 3.61, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1799,5256,43,12/5/2026,63,52.76,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2250, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70530}, ""peer_comparison"": {""price_gap"": -225, ""sample_size"": 6, ""price_gap_pct"": -9.1, ""room_size_gap"": -0.09, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1800,5257,43,12/5/2026,81,36.02,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1763, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70043}, ""peer_comparison"": {""price_gap"": 300, ""sample_size"": 1, ""price_gap_pct"": 20.5, ""room_size_gap"": 2.89, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1801,5258,43,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1925, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70205}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 2, ""price_gap_pct"": 0, ""room_size_gap"": 0, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1802,5259,43,12/5/2026,81,40.34,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2350, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70630}, ""peer_comparison"": {""price_gap"": 700, ""sample_size"": 3, ""price_gap_pct"": 42.4, ""room_size_gap"": 3, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1803,5260,43,12/5/2026,81,36.02,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1725, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70005}, ""peer_comparison"": {""price_gap"": 275, ""sample_size"": 1, ""price_gap_pct"": 19, ""room_size_gap"": 3.99, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1804,5261,43,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1425, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 69705}, ""peer_comparison"": {""price_gap"": -639.29, ""sample_size"": 7, ""price_gap_pct"": -31, ""room_size_gap"": -1.91, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1805,5263,43,12/5/2026,81,40.34,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2325, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70605}, ""peer_comparison"": {""price_gap"": 358.33, ""sample_size"": 3, ""price_gap_pct"": 18.2, ""room_size_gap"": 1.41, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1806,5264,43,12/5/2026,73,54.56,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2050, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 19500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 72330}, ""peer_comparison"": {""price_gap"": 187.2, ""sample_size"": 5, ""price_gap_pct"": 10, ""room_size_gap"": 2.36, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1807,5266,43,12/5/2026,63,54.56,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2475, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70755}, ""peer_comparison"": {""price_gap"": -130, ""sample_size"": 5, ""price_gap_pct"": -5, ""room_size_gap"": 2.03, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1808,5267,43,12/5/2026,63,42.5,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2100, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70380}, ""peer_comparison"": {""price_gap"": -40, ""sample_size"": 4, ""price_gap_pct"": -1.9, ""room_size_gap"": 1.45, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1809,5269,43,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2603, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70883}, ""peer_comparison"": {""price_gap"": -330.33, ""sample_size"": 3, ""price_gap_pct"": -11.3, ""room_size_gap"": 4.37, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1810,5270,43,12/5/2026,73,42.5,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2175, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70455}, ""peer_comparison"": {""price_gap"": 162.5, ""sample_size"": 4, ""price_gap_pct"": 8.1, ""room_size_gap"": 3.64, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1811,5271,43,12/5/2026,63,33.86,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 228, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 1900, ""other_fee"": 1930, ""season_fee"": 20000, ""initial_fee"": 17500, ""utility_fee"": 800, ""cleaning_fee"": 28050}, ""missing_components"": [], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee"", ""season_fee""], ""total_effective_price_daily"": 70180}, ""peer_comparison"": {""price_gap"": 1900, ""sample_size"": 0, ""price_gap_pct"": 0, ""room_size_gap"": 16.52, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1812,5272,45,12/5/2026,63,50.6,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 238, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3534, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 500, ""cleaning_fee"": 12000}, ""missing_components"": [""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee""], ""total_effective_price_daily"": 16034}, ""peer_comparison"": {""price_gap"": -288.67, ""sample_size"": 5, ""price_gap_pct"": -7.6, ""room_size_gap"": 4.5, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1813,5273,45,12/5/2026,63,52.76,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 238, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3166, ""other_fee"": 0, ""season_fee"": 0, ""initial_fee"": 0, ""utility_fee"": 400, ""cleaning_fee"": 12000}, ""missing_components"": [""initial_fee"", ""other_fee"", ""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee""], ""total_effective_price_daily"": 15566}, ""peer_comparison"": {""price_gap"": -275.67, ""sample_size"": 6, ""price_gap_pct"": -8, ""room_size_gap"": 0.34, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
1814,5274,49,12/5/2026,63,38.18,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 502}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 258, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2300, ""other_fee"": 600, ""season_fee"": 0, ""initial_fee"": 18350, ""utility_fee"": 728, ""cleaning_fee"": 41500}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 63478}, ""peer_comparison"": {""price_gap"": -1700, ""sample_size"": 2, ""price_gap_pct"": -42.5, ""room_size_gap"": -0.4, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:47,12/5/2026 10:47,12/5/2026 10:47
